62	140
33	10
48	169
33	14
58	224
33	14
60	247
33	4
62	192
33	10
58	307
33	12
60	208
33	4
62	300
33	14
48	364
33	18
58	253
33	10
60	254
33	6
62	273
33	12
48	276
33	16
58	285
33	12
60	238
33	4
62	226
33	10
48	279
33	16
58	285
33	12
60	108
33	4
62	209
33	10
48	197
33	14
58	144
33	10
60	133
33	4
62	53
33	10
48	101
33	11
58	282
33	12
60	192
33	4
62	344
33	10
48	245
33	16
58	191
33	10
60	71
33	4
62	254
33	12
48	193
33	14
58	185
33	10
60	161
33	4
62	179
33	10
48	203
33	14
58	216
33	10
60	275
33	6
62	65
33	10
48	121
33	10
58	163
33	10
60	169
33	4
62	67
33	10
48	161
33	14
58	106
33	10
60	56
33	4
62	72
33	10
48	143
33	14
58	119
33	10
60	53
33	4
62	176
33	10
48	284
33	16
58	302
33	12
60	134
33	4
62	164
33	10
48	65
33	10
58	110
33	10
60	49
33	4
62	206
33	10
48	252
33	16
58	154
33	10
60	138
33	4
62	180
33	10
48	224
33	14
58	228
33	10
60	52
33	4
62	203
33	10
48	249
33	14
58	190
33	10
60	222
33	4
62	117
33	10
48	175
33	14
58	155
33	10
60	69
33	4
62	155
33	10
48	159
33	14
58	275
33	12
60	265
33	6
62	93
33	6
48	346
33	18
58	288
33	12
60	187
33	10
62	72
33	10
48	109
33	14
58	125
33	10
60	36
33	4
62	305
33	14
48	255
33	14
58	180
33	10
60	126
33	4
62	243
33	14
48	240
33	14
58	219
33	10
60	198
33	6
62	257
33	12
48	260
33	16
58	162
33	10
60	144
33	4
62	171
33	10
48	199
33	14
58	236
33	10
60	139
33	4
62	190
33	10
48	264
33	16
58	255
33	10
60	311
33	8
62	128
34	6
48	315
33	16
58	109
33	10
60	74
33	4
62	356
33	14
48	168
33	14
58	237
33	10
60	177
33	4
62	196
33	10
48	210
33	14
58	109
33	10
60	40
33	4
62	272
33	12
48	222
33	14
58	168
33	10
60	143
33	4
62	99
33	10
48	113
33	14
58	114
33	10
60	80
33	4
62	143
33	10
48	129
33	14
58	161
33	10
60	75
33	4
62	74
33	4
48	0Hi
33	16
58	185
33	10
60	118
33	4
62	194
33	10
48	215
33	14
58	306
33	12
60	248
33	6
62	251
33	12
48	339
33	18
58	215
33	10
60	49
33	4
62	155
33	10
48	115
33	14
58	132
33	10
60	187
33	4
62	107
33	10
48	185
33	14
58	241
33	10
60	243
33	6
62	117
33	10
48	95
33	10
58	253
33	12
60	264
33	6
62	160
33	10
48	201
33	14
58	183
33	10
60	245
33	6
62	98
33	10
48	134
33	14
58	247
33	10
60	266
33	6
62	91
33	10
48	152
33	14
58	176
33	10
60	254
33	6
62	109
33	10
48	147
33	14
58	204
33	10
60	141
33	4
62	181
33	10
48	170
33	14
58	217
33	10
60	187
33	4
62	236
33	10
48	186
33	14
58	262
33	10
60	195
33	4
62	311
33	12
48	278
33	14
58	273
33	14
60	210
33	4
62	311
33	12
48	225
33	14
58	101
33	10
60	89
33	4
62	125
33	10
48	211
33	14
58	137
33	10
60	160
33	4
62	285
33	12
48	209
33	14
58	271
33	12
60	158
33	4
62	263
33	12
48	221
33	14
58	226
33	10
60	167
33	4
62	205
33	10
48	191
33	14
58	156
33	10
60	138
33	4
62	190
33	10
48	301
33	16
58	272
33	12
60	388
33	6
